Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2024-01-01 00:00:00,Spain,Spain,ES,93.63,128.33,79.82,43.64,entsoe.eu,false,
2024-01-01 01:00:00,Spain,Spain,ES,93.64,129.19,79.44,42.33,entsoe.eu,false,
2024-01-01 02:00:00,Spain,Spain,ES,98.9,136.09,78.06,39.81,entsoe.eu,false,
2024-01-01 03:00:00,Spain,Spain,ES,99.33,136.52,78.07,39.24,entsoe.eu,false,
2024-01-01 04:00:00,Spain,Spain,ES,102.59,140.89,77.1,38.1,entsoe.eu,false,
2024-01-01 05:00:00,Spain,Spain,ES,103.23,141.52,77.07,38.07,entsoe.eu,false,
2024-01-01 06:00:00,Spain,Spain,ES,99.16,136.48,77.95,39.64,entsoe.eu,false,
2024-01-01 07:00:00,Spain,Spain,ES,97.23,133.92,78.46,40.74,entsoe.eu,false,
2024-01-01 08:00:00,Spain,Spain,ES,97.11,134.52,78.2,42.3,entsoe.eu,false,
2024-01-01 09:00:00,Spain,Spain,ES,77.47,111.16,82.94,49.09,entsoe.eu,false,
2024-01-01 10:00:00,Spain,Spain,ES,61.01,91.99,86.87,56.53,entsoe.eu,false,
2024-01-01 11:00:00,Spain,Spain,ES,53.79,83.68,88.55,60.96,entsoe.eu,false,
2024-01-01 12:00:00,Spain,Spain,ES,50.2,79.6,89.33,62.6,entsoe.eu,false,
2024-01-01 13:00:00,Spain,Spain,ES,52.34,82.53,88.77,64.53,entsoe.eu,false,
2024-01-01 14:00:00,Spain,Spain,ES,51.75,82.03,88.88,66.22,entsoe.eu,false,
2024-01-01 15:00:00,Spain,Spain,ES,53.96,83.94,88.42,63.26,entsoe.eu,false,
2024-01-01 16:00:00,Spain,Spain,ES,71.54,103.57,84.19,52.55,entsoe.eu,false,
2024-01-01 17:00:00,Spain,Spain,ES,74.76,102.88,84.89,51.95,entsoe.eu,false,
2024-01-01 18:00:00,Spain,Spain,ES,69.61,93.33,87.39,56.66,entsoe.eu,false,
2024-01-01 19:00:00,Spain,Spain,ES,66.62,89.22,88.22,58.36,entsoe.eu,false,
2024-01-01 20:00:00,Spain,Spain,ES,70.07,93.02,87.6,57.9,entsoe.eu,false,
2024-01-01 21:00:00,Spain,Spain,ES,67.26,90.41,87.95,56.87,entsoe.eu,false,
2024-01-01 22:00:00,Spain,Spain,ES,68.71,94.98,86.52,53.69,entsoe.eu,false,
2024-01-01 23:00:00,Spain,Spain,ES,69.25,98.88,85.05,51.43,entsoe.eu,false,
2024-01-02 00:00:00,Spain,Spain,ES,70.46,100.46,84.69,51.39,entsoe.eu,false,
2024-01-02 01:00:00,Spain,Spain,ES,73.5,104.63,83.79,50.65,entsoe.eu,false,
2024-01-02 02:00:00,Spain,Spain,ES,70.77,101.27,84.49,51.08,entsoe.eu,false,
2024-01-02 03:00:00,Spain,Spain,ES,70.61,101.02,84.55,50.49,entsoe.eu,false,
2024-01-02 04:00:00,Spain,Spain,ES,74.41,105.79,83.62,49.7,entsoe.eu,false,
2024-01-02 05:00:00,Spain,Spain,ES,73.08,103.97,84.0,50.79,entsoe.eu,false,
2024-01-02 06:00:00,Spain,Spain,ES,72.33,103.03,84.14,52.47,entsoe.eu,false,
2024-01-02 07:00:00,Spain,Spain,ES,66.72,94.92,86.01,56.13,entsoe.eu,false,
2024-01-02 08:00:00,Spain,Spain,ES,61.46,86.36,88.41,62.02,entsoe.eu,false,
2024-01-02 09:00:00,Spain,Spain,ES,47.96,72.45,90.93,66.92,entsoe.eu,false,
2024-01-02 10:00:00,Spain,Spain,ES,45.02,70.78,91.1,68.69,entsoe.eu,false,
2024-01-02 11:00:00,Spain,Spain,ES,45.94,72.63,90.61,68.39,entsoe.eu,false,
2024-01-02 12:00:00,Spain,Spain,ES,43.91,69.89,91.15,69.03,entsoe.eu,false,
2024-01-02 13:00:00,Spain,Spain,ES,44.08,70.16,90.98,69.51,entsoe.eu,false,
2024-01-02 14:00:00,Spain,Spain,ES,41.42,66.84,91.66,70.96,entsoe.eu,false,
2024-01-02 15:00:00,Spain,Spain,ES,44.55,69.83,90.94,68.06,entsoe.eu,false,
2024-01-02 16:00:00,Spain,Spain,ES,60.14,85.85,88.23,65.93,entsoe.eu,false,
2024-01-02 17:00:00,Spain,Spain,ES,66.17,91.62,87.18,65.35,entsoe.eu,false,
2024-01-02 18:00:00,Spain,Spain,ES,63.81,88.17,87.95,66.57,entsoe.eu,false,
2024-01-02 19:00:00,Spain,Spain,ES,58.1,81.91,88.84,64.86,entsoe.eu,false,
2024-01-02 20:00:00,Spain,Spain,ES,58.49,82.55,88.62,64.39,entsoe.eu,false,
2024-01-02 21:00:00,Spain,Spain,ES,54.15,78.82,89.01,63.58,entsoe.eu,false,
2024-01-02 22:00:00,Spain,Spain,ES,50.39,75.1,89.52,62.25,entsoe.eu,false,
2024-01-02 23:00:00,Spain,Spain,ES,51.28,76.12,89.35,61.07,entsoe.eu,false,
2024-01-03 00:00:00,Spain,Spain,ES,50.38,75.1,89.58,60.52,entsoe.eu,false,
2024-01-03 01:00:00,Spain,Spain,ES,51.06,76.03,89.46,60.28,entsoe.eu,false,
2024-01-03 02:00:00,Spain,Spain,ES,50.8,75.6,89.55,59.45,entsoe.eu,false,
2024-01-03 03:00:00,Spain,Spain,ES,51.38,76.32,89.46,59.44,entsoe.eu,false,
2024-01-03 04:00:00,Spain,Spain,ES,51.5,76.33,89.45,58.96,entsoe.eu,false,
2024-01-03 05:00:00,Spain,Spain,ES,55.18,80.75,88.65,58.96,entsoe.eu,false,
2024-01-03 06:00:00,Spain,Spain,ES,57.17,83.4,88.12,59.11,entsoe.eu,false,
2024-01-03 07:00:00,Spain,Spain,ES,53.57,78.21,89.31,60.73,entsoe.eu,false,
2024-01-03 08:00:00,Spain,Spain,ES,55.48,79.26,89.52,62.79,entsoe.eu,false,
2024-01-03 09:00:00,Spain,Spain,ES,50.65,73.59,90.8,64.78,entsoe.eu,false,
2024-01-03 10:00:00,Spain,Spain,ES,47.43,70.74,91.5,65.8,entsoe.eu,false,
2024-01-03 11:00:00,Spain,Spain,ES,45.44,70.04,91.49,65.7,entsoe.eu,false,
2024-01-03 12:00:00,Spain,Spain,ES,46.46,72.06,90.95,65.59,entsoe.eu,false,
2024-01-03 13:00:00,Spain,Spain,ES,52.1,77.97,89.95,65.3,entsoe.eu,false,
2024-01-03 14:00:00,Spain,Spain,ES,59.49,86.53,88.31,63.42,entsoe.eu,false,
2024-01-03 15:00:00,Spain,Spain,ES,72.43,102.44,84.95,58.15,entsoe.eu,false,
2024-01-03 16:00:00,Spain,Spain,ES,90.48,123.12,81.06,53.75,entsoe.eu,false,
2024-01-03 17:00:00,Spain,Spain,ES,98.27,131.13,79.7,52.98,entsoe.eu,false,
2024-01-03 18:00:00,Spain,Spain,ES,97.79,130.56,79.73,53.47,entsoe.eu,false,
2024-01-03 19:00:00,Spain,Spain,ES,94.13,125.95,80.59,54.49,entsoe.eu,false,
2024-01-03 20:00:00,Spain,Spain,ES,92.1,124.53,80.62,54.37,entsoe.eu,false,
2024-01-03 21:00:00,Spain,Spain,ES,87.88,120.3,81.3,54.17,entsoe.eu,false,
2024-01-03 22:00:00,Spain,Spain,ES,84.48,115.97,82.31,53.18,entsoe.eu,false,
2024-01-03 23:00:00,Spain,Spain,ES,81.3,112.82,82.96,51.29,entsoe.eu,false,
2024-01-04 00:00:00,Spain,Spain,ES,79.07,110.71,83.44,49.64,entsoe.eu,false,
2024-01-04 01:00:00,Spain,Spain,ES,79.28,110.89,83.59,48.56,entsoe.eu,false,
2024-01-04 02:00:00,Spain,Spain,ES,81.11,112.78,83.39,47.7,entsoe.eu,false,
2024-01-04 03:00:00,Spain,Spain,ES,79.0,110.27,83.75,46.54,entsoe.eu,false,
2024-01-04 04:00:00,Spain,Spain,ES,81.36,113.14,83.24,46.5,entsoe.eu,false,
2024-01-04 05:00:00,Spain,Spain,ES,82.95,115.2,82.77,46.72,entsoe.eu,false,
2024-01-04 06:00:00,Spain,Spain,ES,80.75,111.54,83.46,49.72,entsoe.eu,false,
2024-01-04 07:00:00,Spain,Spain,ES,81.9,110.81,83.9,53.8,entsoe.eu,false,
2024-01-04 08:00:00,Spain,Spain,ES,86.97,116.72,82.92,54.93,entsoe.eu,false,
2024-01-04 09:00:00,Spain,Spain,ES,86.05,116.39,83.02,54.97,entsoe.eu,false,
2024-01-04 10:00:00,Spain,Spain,ES,86.31,116.56,83.28,55.53,entsoe.eu,false,
2024-01-04 11:00:00,Spain,Spain,ES,82.72,112.78,84.1,56.22,entsoe.eu,false,
2024-01-04 12:00:00,Spain,Spain,ES,84.32,115.73,83.21,55.04,entsoe.eu,false,
2024-01-04 13:00:00,Spain,Spain,ES,86.8,118.33,82.74,55.17,entsoe.eu,false,
2024-01-04 14:00:00,Spain,Spain,ES,92.36,124.61,81.79,55.23,entsoe.eu,false,
2024-01-04 15:00:00,Spain,Spain,ES,98.72,131.95,80.37,53.24,entsoe.eu,false,
2024-01-04 16:00:00,Spain,Spain,ES,104.41,137.67,79.31,50.86,entsoe.eu,false,
2024-01-04 17:00:00,Spain,Spain,ES,114.38,148.77,77.22,49.03,entsoe.eu,false,
2024-01-04 18:00:00,Spain,Spain,ES,111.11,144.62,77.87,50.73,entsoe.eu,false,
2024-01-04 19:00:00,Spain,Spain,ES,112.57,147.12,77.16,50.08,entsoe.eu,false,
2024-01-04 20:00:00,Spain,Spain,ES,112.31,148.47,76.58,49.07,entsoe.eu,false,
2024-01-04 21:00:00,Spain,Spain,ES,105.88,142.1,77.56,47.77,entsoe.eu,false,
2024-01-04 22:00:00,Spain,Spain,ES,100.24,136.13,78.55,45.93,entsoe.eu,false,
2024-01-04 23:00:00,Spain,Spain,ES,101.21,137.9,78.43,43.68,entsoe.eu,false,
2024-01-05 00:00:00,Spain,Spain,ES,89.66,124.29,80.97,46.65,entsoe.eu,false,
2024-01-05 01:00:00,Spain,Spain,ES,92.14,127.47,80.41,47.32,entsoe.eu,false,
2024-01-05 02:00:00,Spain,Spain,ES,95.6,132.0,79.47,46.21,entsoe.eu,false,
2024-01-05 03:00:00,Spain,Spain,ES,88.52,122.72,81.33,47.72,entsoe.eu,false,
2024-01-05 04:00:00,Spain,Spain,ES,87.77,122.26,81.28,50.73,entsoe.eu,false,
2024-01-05 05:00:00,Spain,Spain,ES,84.6,117.92,82.2,53.53,entsoe.eu,false,
2024-01-05 06:00:00,Spain,Spain,ES,78.1,109.38,83.96,58.11,entsoe.eu,false,
2024-01-05 07:00:00,Spain,Spain,ES,70.86,98.91,86.23,62.11,entsoe.eu,false,
2024-01-05 08:00:00,Spain,Spain,ES,66.29,93.42,87.33,65.03,entsoe.eu,false,
2024-01-05 09:00:00,Spain,Spain,ES,52.94,80.43,89.46,68.0,entsoe.eu,false,
2024-01-05 10:00:00,Spain,Spain,ES,45.91,72.74,91.01,70.95,entsoe.eu,false,
2024-01-05 11:00:00,Spain,Spain,ES,43.07,69.08,91.79,72.56,entsoe.eu,false,
2024-01-05 12:00:00,Spain,Spain,ES,39.32,64.33,92.58,73.88,entsoe.eu,false,
2024-01-05 13:00:00,Spain,Spain,ES,39.82,64.9,92.45,74.29,entsoe.eu,false,
2024-01-05 14:00:00,Spain,Spain,ES,38.04,62.78,92.66,74.32,entsoe.eu,false,
2024-01-05 15:00:00,Spain,Spain,ES,41.09,66.35,91.78,72.85,entsoe.eu,false,
2024-01-05 16:00:00,Spain,Spain,ES,50.41,76.95,89.48,68.94,entsoe.eu,false,
2024-01-05 17:00:00,Spain,Spain,ES,62.01,87.74,87.78,66.9,entsoe.eu,false,
2024-01-05 18:00:00,Spain,Spain,ES,63.72,88.47,87.92,67.02,entsoe.eu,false,
2024-01-05 19:00:00,Spain,Spain,ES,68.56,92.92,87.4,66.93,entsoe.eu,false,
2024-01-05 20:00:00,Spain,Spain,ES,72.55,98.3,86.28,65.78,entsoe.eu,false,
2024-01-05 21:00:00,Spain,Spain,ES,67.59,93.01,87.16,65.74,entsoe.eu,false,
2024-01-05 22:00:00,Spain,Spain,ES,67.92,94.97,86.56,64.03,entsoe.eu,false,
2024-01-05 23:00:00,Spain,Spain,ES,67.87,95.29,86.58,63.4,entsoe.eu,false,
2024-01-06 00:00:00,Spain,Spain,ES,67.1,95.9,86.18,62.39,entsoe.eu,false,
2024-01-06 01:00:00,Spain,Spain,ES,64.17,92.46,86.76,62.33,entsoe.eu,false,
2024-01-06 02:00:00,Spain,Spain,ES,64.89,93.43,86.58,61.81,entsoe.eu,false,
2024-01-06 03:00:00,Spain,Spain,ES,65.29,93.8,86.47,61.55,entsoe.eu,false,
2024-01-06 04:00:00,Spain,Spain,ES,66.71,95.29,86.29,61.14,entsoe.eu,false,
2024-01-06 05:00:00,Spain,Spain,ES,66.47,95.09,86.25,60.85,entsoe.eu,false,
2024-01-06 06:00:00,Spain,Spain,ES,68.69,97.93,85.7,59.98,entsoe.eu,false,
2024-01-06 07:00:00,Spain,Spain,ES,69.35,98.93,85.5,59.44,entsoe.eu,false,
2024-01-06 08:00:00,Spain,Spain,ES,61.21,90.13,86.98,62.53,entsoe.eu,false,
2024-01-06 09:00:00,Spain,Spain,ES,41.31,67.54,91.57,69.94,entsoe.eu,false,
2024-01-06 10:00:00,Spain,Spain,ES,33.91,59.02,93.32,73.35,entsoe.eu,false,
2024-01-06 11:00:00,Spain,Spain,ES,34.35,59.72,93.17,73.58,entsoe.eu,false,
2024-01-06 12:00:00,Spain,Spain,ES,35.1,60.7,92.99,73.35,entsoe.eu,false,
2024-01-06 13:00:00,Spain,Spain,ES,36.46,62.28,92.68,72.74,entsoe.eu,false,
2024-01-06 14:00:00,Spain,Spain,ES,36.43,62.1,92.69,72.61,entsoe.eu,false,
2024-01-06 15:00:00,Spain,Spain,ES,42.07,68.36,91.34,70.62,entsoe.eu,false,
2024-01-06 16:00:00,Spain,Spain,ES,64.12,93.22,86.65,63.89,entsoe.eu,false,
2024-01-06 17:00:00,Spain,Spain,ES,83.57,112.34,83.75,61.12,entsoe.eu,false,
2024-01-06 18:00:00,Spain,Spain,ES,86.85,116.52,82.84,60.51,entsoe.eu,false,
2024-01-06 19:00:00,Spain,Spain,ES,81.82,110.37,83.97,61.67,entsoe.eu,false,
2024-01-06 20:00:00,Spain,Spain,ES,76.43,103.47,85.41,62.64,entsoe.eu,false,
2024-01-06 21:00:00,Spain,Spain,ES,76.8,104.13,85.32,62.22,entsoe.eu,false,
2024-01-06 22:00:00,Spain,Spain,ES,75.39,102.47,85.53,62.39,entsoe.eu,false,
2024-01-06 23:00:00,Spain,Spain,ES,76.87,106.45,84.69,59.31,entsoe.eu,false,
2024-01-07 00:00:00,Spain,Spain,ES,79.73,111.77,83.5,56.89,entsoe.eu,false,
2024-01-07 01:00:00,Spain,Spain,ES,78.28,110.19,83.76,56.5,entsoe.eu,false,
2024-01-07 02:00:00,Spain,Spain,ES,79.76,111.44,83.68,56.15,entsoe.eu,false,
2024-01-07 03:00:00,Spain,Spain,ES,81.31,113.56,83.14,55.78,entsoe.eu,false,
2024-01-07 04:00:00,Spain,Spain,ES,81.22,113.37,83.22,55.85,entsoe.eu,false,
2024-01-07 05:00:00,Spain,Spain,ES,79.91,111.99,83.5,56.0,entsoe.eu,false,
2024-01-07 06:00:00,Spain,Spain,ES,78.45,110.47,83.61,56.43,entsoe.eu,false,
2024-01-07 07:00:00,Spain,Spain,ES,79.04,111.47,83.31,56.14,entsoe.eu,false,
2024-01-07 08:00:00,Spain,Spain,ES,75.67,108.85,83.58,58.09,entsoe.eu,false,
2024-01-07 09:00:00,Spain,Spain,ES,51.51,80.78,89.26,66.69,entsoe.eu,false,
2024-01-07 10:00:00,Spain,Spain,ES,41.34,68.9,91.71,70.51,entsoe.eu,false,
2024-01-07 11:00:00,Spain,Spain,ES,38.57,65.81,92.31,71.67,entsoe.eu,false,
2024-01-07 12:00:00,Spain,Spain,ES,38.11,65.14,92.34,72.37,entsoe.eu,false,
2024-01-07 13:00:00,Spain,Spain,ES,37.74,64.69,92.42,72.85,entsoe.eu,false,
2024-01-07 14:00:00,Spain,Spain,ES,40.12,67.51,92.0,72.37,entsoe.eu,false,
2024-01-07 15:00:00,Spain,Spain,ES,50.96,80.47,89.38,69.39,entsoe.eu,false,
2024-01-07 16:00:00,Spain,Spain,ES,72.09,104.97,84.44,62.76,entsoe.eu,false,
2024-01-07 17:00:00,Spain,Spain,ES,83.74,114.96,82.9,60.26,entsoe.eu,false,
2024-01-07 18:00:00,Spain,Spain,ES,84.23,114.1,83.26,61.08,entsoe.eu,false,
2024-01-07 19:00:00,Spain,Spain,ES,80.44,110.04,83.81,60.35,entsoe.eu,false,
2024-01-07 20:00:00,Spain,Spain,ES,72.03,99.88,85.58,59.85,entsoe.eu,false,
2024-01-07 21:00:00,Spain,Spain,ES,70.37,98.8,85.69,58.73,entsoe.eu,false,
2024-01-07 22:00:00,Spain,Spain,ES,76.74,107.08,84.16,58.04,entsoe.eu,false,
2024-01-07 23:00:00,Spain,Spain,ES,82.27,115.49,82.38,55.68,entsoe.eu,false,
2024-01-08 00:00:00,Spain,Spain,ES,86.52,120.55,81.77,55.15,entsoe.eu,false,
2024-01-08 01:00:00,Spain,Spain,ES,85.69,120.04,81.64,55.16,entsoe.eu,false,
2024-01-08 02:00:00,Spain,Spain,ES,84.72,118.47,82.16,55.3,entsoe.eu,false,
2024-01-08 03:00:00,Spain,Spain,ES,88.64,123.85,80.92,54.24,entsoe.eu,false,
2024-01-08 04:00:00,Spain,Spain,ES,93.22,129.26,79.92,53.25,entsoe.eu,false,
2024-01-08 05:00:00,Spain,Spain,ES,96.33,133.36,78.98,53.93,entsoe.eu,false,
2024-01-08 06:00:00,Spain,Spain,ES,107.49,145.16,76.8,54.49,entsoe.eu,false,
2024-01-08 07:00:00,Spain,Spain,ES,121.73,161.14,74.0,53.42,entsoe.eu,false,
2024-01-08 08:00:00,Spain,Spain,ES,115.27,154.35,75.28,55.55,entsoe.eu,false,
2024-01-08 09:00:00,Spain,Spain,ES,95.14,132.41,79.38,60.75,entsoe.eu,false,
2024-01-08 10:00:00,Spain,Spain,ES,85.81,121.64,81.52,63.24,entsoe.eu,false,
2024-01-08 11:00:00,Spain,Spain,ES,85.78,122.17,81.38,63.09,entsoe.eu,false,
2024-01-08 12:00:00,Spain,Spain,ES,82.85,119.01,81.93,63.24,entsoe.eu,false,
2024-01-08 13:00:00,Spain,Spain,ES,86.66,124.47,80.81,61.85,entsoe.eu,false,
2024-01-08 14:00:00,Spain,Spain,ES,99.17,137.87,78.79,59.86,entsoe.eu,false,
2024-01-08 15:00:00,Spain,Spain,ES,122.74,166.06,73.34,53.93,entsoe.eu,false,
2024-01-08 16:00:00,Spain,Spain,ES,154.59,201.66,67.1,47.19,entsoe.eu,false,
2024-01-08 17:00:00,Spain,Spain,ES,166.49,214.87,64.78,44.14,entsoe.eu,false,
2024-01-08 18:00:00,Spain,Spain,ES,163.86,210.52,65.81,44.85,entsoe.eu,false,
2024-01-08 19:00:00,Spain,Spain,ES,164.15,210.26,65.99,44.67,entsoe.eu,false,
2024-01-08 20:00:00,Spain,Spain,ES,167.55,214.92,64.97,43.18,entsoe.eu,false,
2024-01-08 21:00:00,Spain,Spain,ES,168.84,218.84,63.69,39.67,entsoe.eu,false,
2024-01-08 22:00:00,Spain,Spain,ES,163.2,212.94,64.74,38.79,entsoe.eu,false,
2024-01-08 23:00:00,Spain,Spain,ES,159.96,211.56,64.55,35.2,entsoe.eu,false,
2024-01-09 00:00:00,Spain,Spain,ES,162.37,215.15,63.95,32.93,entsoe.eu,false,
2024-01-09 01:00:00,Spain,Spain,ES,164.96,218.32,63.53,31.35,entsoe.eu,false,
2024-01-09 02:00:00,Spain,Spain,ES,169.05,223.02,62.82,29.51,entsoe.eu,false,
2024-01-09 03:00:00,Spain,Spain,ES,171.78,226.39,62.24,28.25,entsoe.eu,false,
2024-01-09 04:00:00,Spain,Spain,ES,172.7,228.0,61.7,27.82,entsoe.eu,false,
2024-01-09 05:00:00,Spain,Spain,ES,181.95,240.63,58.77,28.59,entsoe.eu,false,
2024-01-09 06:00:00,Spain,Spain,ES,203.47,265.45,54.05,30.66,entsoe.eu,false,
2024-01-09 07:00:00,Spain,Spain,ES,210.89,271.1,53.73,33.54,entsoe.eu,false,
2024-01-09 08:00:00,Spain,Spain,ES,207.8,267.5,54.46,34.35,entsoe.eu,false,
2024-01-09 09:00:00,Spain,Spain,ES,188.07,244.45,58.93,39.18,entsoe.eu,false,
2024-01-09 10:00:00,Spain,Spain,ES,176.92,234.01,60.23,40.54,entsoe.eu,false,
2024-01-09 11:00:00,Spain,Spain,ES,175.85,233.15,60.29,40.53,entsoe.eu,false,
2024-01-09 12:00:00,Spain,Spain,ES,175.54,232.98,60.25,39.37,entsoe.eu,false,
2024-01-09 13:00:00,Spain,Spain,ES,181.25,239.86,58.81,38.83,entsoe.eu,false,
2024-01-09 14:00:00,Spain,Spain,ES,194.25,255.49,55.8,36.32,entsoe.eu,false,
2024-01-09 15:00:00,Spain,Spain,ES,207.61,269.98,53.44,33.7,entsoe.eu,false,
2024-01-09 16:00:00,Spain,Spain,ES,217.34,279.49,52.18,32.33,entsoe.eu,false,
2024-01-09 17:00:00,Spain,Spain,ES,219.71,280.69,52.23,33.07,entsoe.eu,false,
2024-01-09 18:00:00,Spain,Spain,ES,220.48,281.42,52.05,33.18,entsoe.eu,false,
2024-01-09 19:00:00,Spain,Spain,ES,212.97,272.26,53.73,33.19,entsoe.eu,false,
2024-01-09 20:00:00,Spain,Spain,ES,208.94,268.82,53.97,31.89,entsoe.eu,false,
2024-01-09 21:00:00,Spain,Spain,ES,207.44,269.45,53.34,30.48,entsoe.eu,false,
2024-01-09 22:00:00,Spain,Spain,ES,199.87,262.21,54.4,30.6,entsoe.eu,false,
2024-01-09 23:00:00,Spain,Spain,ES,179.15,235.93,59.91,32.12,entsoe.eu,false,
2024-01-10 00:00:00,Spain,Spain,ES,171.41,225.99,62.33,32.98,entsoe.eu,false,
2024-01-10 01:00:00,Spain,Spain,ES,173.96,229.44,61.85,32.31,entsoe.eu,false,
2024-01-10 02:00:00,Spain,Spain,ES,169.94,224.72,62.6,32.78,entsoe.eu,false,
2024-01-10 03:00:00,Spain,Spain,ES,165.15,218.03,64.12,33.69,entsoe.eu,false,
2024-01-10 04:00:00,Spain,Spain,ES,173.32,229.5,61.52,33.1,entsoe.eu,false,
2024-01-10 05:00:00,Spain,Spain,ES,179.24,237.89,59.27,33.75,entsoe.eu,false,
2024-01-10 06:00:00,Spain,Spain,ES,184.84,242.57,58.56,36.23,entsoe.eu,false,
2024-01-10 07:00:00,Spain,Spain,ES,187.39,243.49,58.56,38.38,entsoe.eu,false,
2024-01-10 08:00:00,Spain,Spain,ES,181.07,235.25,60.29,40.61,entsoe.eu,false,
2024-01-10 09:00:00,Spain,Spain,ES,171.74,225.24,62.02,42.79,entsoe.eu,false,
2024-01-10 10:00:00,Spain,Spain,ES,162.32,215.13,63.74,44.64,entsoe.eu,false,
2024-01-10 11:00:00,Spain,Spain,ES,159.89,212.35,64.48,45.44,entsoe.eu,false,
2024-01-10 12:00:00,Spain,Spain,ES,154.67,205.51,65.83,46.95,entsoe.eu,false,
2024-01-10 13:00:00,Spain,Spain,ES,151.38,201.16,66.67,47.64,entsoe.eu,false,
2024-01-10 14:00:00,Spain,Spain,ES,150.76,201.3,66.45,47.19,entsoe.eu,false,
2024-01-10 15:00:00,Spain,Spain,ES,157.21,209.37,64.82,45.32,entsoe.eu,false,
2024-01-10 16:00:00,Spain,Spain,ES,173.97,229.59,60.86,41.04,entsoe.eu,false,
2024-01-10 17:00:00,Spain,Spain,ES,186.11,243.03,58.35,39.06,entsoe.eu,false,
2024-01-10 18:00:00,Spain,Spain,ES,189.74,244.57,58.7,40.3,entsoe.eu,false,
2024-01-10 19:00:00,Spain,Spain,ES,187.57,241.11,59.54,41.38,entsoe.eu,false,
2024-01-10 20:00:00,Spain,Spain,ES,185.33,239.19,59.65,41.11,entsoe.eu,false,
2024-01-10 21:00:00,Spain,Spain,ES,173.66,226.55,61.79,41.58,entsoe.eu,false,
2024-01-10 22:00:00,Spain,Spain,ES,160.64,211.83,64.54,42.01,entsoe.eu,false,
2024-01-10 23:00:00,Spain,Spain,ES,143.27,189.92,69.11,44.65,entsoe.eu,false,
2024-01-11 00:00:00,Spain,Spain,ES,133.12,177.25,71.92,46.29,entsoe.eu,false,
2024-01-11 01:00:00,Spain,Spain,ES,130.56,175.02,71.89,46.48,entsoe.eu,false,
2024-01-11 02:00:00,Spain,Spain,ES,134.91,180.74,70.69,45.2,entsoe.eu,false,
2024-01-11 03:00:00,Spain,Spain,ES,136.6,182.65,70.44,44.68,entsoe.eu,false,
2024-01-11 04:00:00,Spain,Spain,ES,138.84,185.44,69.92,44.2,entsoe.eu,false,
2024-01-11 05:00:00,Spain,Spain,ES,149.02,198.21,67.39,42.36,entsoe.eu,false,
2024-01-11 06:00:00,Spain,Spain,ES,158.0,210.07,64.66,42.34,entsoe.eu,false,
2024-01-11 07:00:00,Spain,Spain,ES,165.36,216.05,64.07,43.89,entsoe.eu,false,
2024-01-11 08:00:00,Spain,Spain,ES,159.12,208.84,65.34,45.68,entsoe.eu,false,
2024-01-11 09:00:00,Spain,Spain,ES,142.62,190.1,68.91,49.45,entsoe.eu,false,
2024-01-11 10:00:00,Spain,Spain,ES,129.82,175.28,71.79,52.56,entsoe.eu,false,
2024-01-11 11:00:00,Spain,Spain,ES,121.53,165.91,73.55,54.03,entsoe.eu,false,
2024-01-11 12:00:00,Spain,Spain,ES,119.09,163.17,74.17,54.66,entsoe.eu,false,
2024-01-11 13:00:00,Spain,Spain,ES,115.39,159.33,74.86,55.29,entsoe.eu,false,
2024-01-11 14:00:00,Spain,Spain,ES,117.72,162.72,74.06,54.77,entsoe.eu,false,
2024-01-11 15:00:00,Spain,Spain,ES,126.39,173.36,71.87,52.59,entsoe.eu,false,
2024-01-11 16:00:00,Spain,Spain,ES,155.1,208.3,64.6,44.76,entsoe.eu,false,
2024-01-11 17:00:00,Spain,Spain,ES,176.81,231.3,60.5,41.59,entsoe.eu,false,
2024-01-11 18:00:00,Spain,Spain,ES,177.12,229.47,61.28,43.1,entsoe.eu,false,
2024-01-11 19:00:00,Spain,Spain,ES,176.21,227.97,61.66,42.84,entsoe.eu,false,
2024-01-11 20:00:00,Spain,Spain,ES,175.28,227.89,61.5,41.73,entsoe.eu,false,
2024-01-11 21:00:00,Spain,Spain,ES,167.42,218.52,63.39,43.32,entsoe.eu,false,
2024-01-11 22:00:00,Spain,Spain,ES,152.13,201.15,66.65,44.63,entsoe.eu,false,
2024-01-11 23:00:00,Spain,Spain,ES,142.93,191.47,68.43,42.96,entsoe.eu,false,
2024-01-12 00:00:00,Spain,Spain,ES,147.08,195.72,68.25,41.85,entsoe.eu,false,
2024-01-12 01:00:00,Spain,Spain,ES,149.6,198.47,67.95,40.8,entsoe.eu,false,
2024-01-12 02:00:00,Spain,Spain,ES,149.74,198.68,67.96,40.47,entsoe.eu,false,
2024-01-12 03:00:00,Spain,Spain,ES,151.12,200.33,67.74,40.04,entsoe.eu,false,
2024-01-12 04:00:00,Spain,Spain,ES,155.48,206.13,66.48,39.22,entsoe.eu,false,
2024-01-12 05:00:00,Spain,Spain,ES,155.03,205.39,66.38,41.2,entsoe.eu,false,
2024-01-12 06:00:00,Spain,Spain,ES,156.79,205.69,66.43,44.59,entsoe.eu,false,
2024-01-12 07:00:00,Spain,Spain,ES,156.69,203.84,66.88,47.31,entsoe.eu,false,
