Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2024-08-09 10:00:00,Spain,Spain,ES,47.04,79.77,90.43,67.35,entsoe.eu,false,
2024-08-09 11:00:00,Spain,Spain,ES,47.16,80.04,90.33,67.93,entsoe.eu,false,
2024-08-09 12:00:00,Spain,Spain,ES,46.35,78.83,90.49,68.16,entsoe.eu,false,
2024-08-09 13:00:00,Spain,Spain,ES,46.14,78.42,90.51,68.09,entsoe.eu,false,
2024-08-09 14:00:00,Spain,Spain,ES,45.71,77.64,90.64,68.42,entsoe.eu,false,
2024-08-09 15:00:00,Spain,Spain,ES,45.88,77.6,90.58,68.36,entsoe.eu,false,
2024-08-09 16:00:00,Spain,Spain,ES,52.22,84.9,89.02,66.11,entsoe.eu,false,
2024-08-09 17:00:00,Spain,Spain,ES,72.33,107.75,84.49,60.12,entsoe.eu,false,
2024-08-09 18:00:00,Spain,Spain,ES,108.87,147.62,77.12,52.14,entsoe.eu,false,
2024-08-09 19:00:00,Spain,Spain,ES,133.11,174.93,71.86,46.64,entsoe.eu,false,
2024-08-09 20:00:00,Spain,Spain,ES,131.09,172.37,72.29,46.62,entsoe.eu,false,
2024-08-09 21:00:00,Spain,Spain,ES,123.75,162.96,74.29,47.44,entsoe.eu,false,
2024-08-09 22:00:00,Spain,Spain,ES,118.89,157.62,75.19,46.36,entsoe.eu,false,
2024-08-09 23:00:00,Spain,Spain,ES,108.95,146.98,76.86,45.9,entsoe.eu,false,
2024-08-10 00:00:00,Spain,Spain,ES,101.03,137.73,78.62,45.35,entsoe.eu,false,
2024-08-10 01:00:00,Spain,Spain,ES,97.8,133.57,79.64,44.41,entsoe.eu,false,
2024-08-10 02:00:00,Spain,Spain,ES,92.8,127.72,80.71,44.0,entsoe.eu,false,
2024-08-10 03:00:00,Spain,Spain,ES,92.35,126.75,81.05,43.55,entsoe.eu,false,
2024-08-10 04:00:00,Spain,Spain,ES,106.78,144.27,77.82,40.6,entsoe.eu,false,
2024-08-10 05:00:00,Spain,Spain,ES,112.55,152.05,76.19,39.74,entsoe.eu,false,
2024-08-10 06:00:00,Spain,Spain,ES,98.74,137.11,79.0,44.89,entsoe.eu,false,
2024-08-10 07:00:00,Spain,Spain,ES,60.8,95.17,86.83,56.74,entsoe.eu,false,
2024-08-10 08:00:00,Spain,Spain,ES,38.3,67.94,92.2,65.61,entsoe.eu,false,
2024-08-10 09:00:00,Spain,Spain,ES,32.89,61.69,93.45,69.05,entsoe.eu,false,
2024-08-10 10:00:00,Spain,Spain,ES,35.91,65.82,92.87,69.47,entsoe.eu,false,
2024-08-10 11:00:00,Spain,Spain,ES,35.14,64.69,93.12,70.23,entsoe.eu,false,
2024-08-10 12:00:00,Spain,Spain,ES,34.76,64.1,93.16,70.7,entsoe.eu,false,
2024-08-10 13:00:00,Spain,Spain,ES,34.37,63.53,93.26,70.67,entsoe.eu,false,
2024-08-10 14:00:00,Spain,Spain,ES,34.32,63.33,93.27,70.21,entsoe.eu,false,
2024-08-10 15:00:00,Spain,Spain,ES,34.33,63.26,93.04,70.0,entsoe.eu,false,
2024-08-10 16:00:00,Spain,Spain,ES,40.98,71.08,91.3,68.11,entsoe.eu,false,
2024-08-10 17:00:00,Spain,Spain,ES,62.87,96.56,86.14,61.74,entsoe.eu,false,
2024-08-10 18:00:00,Spain,Spain,ES,99.91,136.62,78.88,53.63,entsoe.eu,false,
2024-08-10 19:00:00,Spain,Spain,ES,118.82,157.07,75.15,49.37,entsoe.eu,false,
2024-08-10 20:00:00,Spain,Spain,ES,121.29,161.21,74.06,48.21,entsoe.eu,false,
2024-08-10 21:00:00,Spain,Spain,ES,112.45,151.22,75.81,48.83,entsoe.eu,false,
2024-08-10 22:00:00,Spain,Spain,ES,104.48,142.53,77.34,48.69,entsoe.eu,false,
2024-08-10 23:00:00,Spain,Spain,ES,90.78,126.14,80.46,49.05,entsoe.eu,false,
2024-08-11 00:00:00,Spain,Spain,ES,81.38,114.78,82.73,50.18,entsoe.eu,false,
2024-08-11 01:00:00,Spain,Spain,ES,81.0,114.75,82.8,48.79,entsoe.eu,false,
2024-08-11 02:00:00,Spain,Spain,ES,85.39,120.51,81.65,46.53,entsoe.eu,false,
2024-08-11 03:00:00,Spain,Spain,ES,92.61,129.39,80.08,43.83,entsoe.eu,false,
2024-08-11 04:00:00,Spain,Spain,ES,97.27,135.52,78.78,42.33,entsoe.eu,false,
2024-08-11 05:00:00,Spain,Spain,ES,100.93,138.37,78.81,42.61,entsoe.eu,false,
2024-08-11 06:00:00,Spain,Spain,ES,89.77,126.23,81.36,46.05,entsoe.eu,false,
2024-08-11 07:00:00,Spain,Spain,ES,63.52,97.24,87.21,56.62,entsoe.eu,false,
2024-08-11 08:00:00,Spain,Spain,ES,46.46,77.0,91.28,64.87,entsoe.eu,false,
2024-08-11 09:00:00,Spain,Spain,ES,41.73,71.84,92.33,67.48,entsoe.eu,false,
2024-08-11 10:00:00,Spain,Spain,ES,41.0,71.17,92.47,67.66,entsoe.eu,false,
2024-08-11 11:00:00,Spain,Spain,ES,39.61,69.46,92.74,68.16,entsoe.eu,false,
2024-08-11 12:00:00,Spain,Spain,ES,38.59,68.03,92.92,68.85,entsoe.eu,false,
2024-08-11 13:00:00,Spain,Spain,ES,39.55,69.14,92.67,68.58,entsoe.eu,false,
2024-08-11 14:00:00,Spain,Spain,ES,41.14,71.09,92.28,69.73,entsoe.eu,false,
2024-08-11 15:00:00,Spain,Spain,ES,42.16,72.34,91.98,71.84,entsoe.eu,false,
2024-08-11 16:00:00,Spain,Spain,ES,43.94,74.12,91.3,70.5,entsoe.eu,false,
2024-08-11 17:00:00,Spain,Spain,ES,58.96,91.77,87.32,63.27,entsoe.eu,false,
2024-08-11 18:00:00,Spain,Spain,ES,91.17,129.38,79.6,52.76,entsoe.eu,false,
2024-08-11 19:00:00,Spain,Spain,ES,110.55,148.4,76.5,49.64,entsoe.eu,false,
2024-08-11 20:00:00,Spain,Spain,ES,116.53,154.61,75.5,48.93,entsoe.eu,false,
2024-08-11 21:00:00,Spain,Spain,ES,116.8,155.1,75.45,47.86,entsoe.eu,false,
2024-08-11 22:00:00,Spain,Spain,ES,118.27,158.6,74.5,45.05,entsoe.eu,false,
2024-08-11 23:00:00,Spain,Spain,ES,111.8,151.1,75.96,44.51,entsoe.eu,false,
2024-08-12 00:00:00,Spain,Spain,ES,104.47,142.29,77.77,44.68,entsoe.eu,false,
2024-08-12 01:00:00,Spain,Spain,ES,103.18,140.36,78.3,43.93,entsoe.eu,false,
2024-08-12 02:00:00,Spain,Spain,ES,113.91,154.37,75.5,40.56,entsoe.eu,false,
2024-08-12 03:00:00,Spain,Spain,ES,127.99,172.4,71.92,36.7,entsoe.eu,false,
2024-08-12 04:00:00,Spain,Spain,ES,135.69,181.11,70.31,35.27,entsoe.eu,false,
2024-08-12 05:00:00,Spain,Spain,ES,142.66,186.8,69.83,36.65,entsoe.eu,false,
2024-08-12 06:00:00,Spain,Spain,ES,132.3,174.46,72.52,41.59,entsoe.eu,false,
2024-08-12 07:00:00,Spain,Spain,ES,101.67,142.34,78.52,50.49,entsoe.eu,false,
2024-08-12 08:00:00,Spain,Spain,ES,64.41,99.78,86.79,60.7,entsoe.eu,false,
2024-08-12 09:00:00,Spain,Spain,ES,50.23,83.03,90.11,65.36,entsoe.eu,false,
2024-08-12 10:00:00,Spain,Spain,ES,47.91,80.64,90.53,67.11,entsoe.eu,false,
2024-08-12 11:00:00,Spain,Spain,ES,46.34,78.56,90.91,67.82,entsoe.eu,false,
2024-08-12 12:00:00,Spain,Spain,ES,45.95,78.06,90.95,68.14,entsoe.eu,false,
2024-08-12 13:00:00,Spain,Spain,ES,44.65,76.53,91.1,68.94,entsoe.eu,false,
2024-08-12 14:00:00,Spain,Spain,ES,42.02,73.5,91.39,69.25,entsoe.eu,false,
2024-08-12 15:00:00,Spain,Spain,ES,43.15,74.47,91.07,68.72,entsoe.eu,false,
2024-08-12 16:00:00,Spain,Spain,ES,53.21,86.73,88.37,66.97,entsoe.eu,false,
2024-08-12 17:00:00,Spain,Spain,ES,80.22,119.79,81.58,61.33,entsoe.eu,false,
2024-08-12 18:00:00,Spain,Spain,ES,110.21,152.29,75.36,52.68,entsoe.eu,false,
2024-08-12 19:00:00,Spain,Spain,ES,128.29,171.01,71.94,47.87,entsoe.eu,false,
2024-08-12 20:00:00,Spain,Spain,ES,133.92,176.85,71.03,46.87,entsoe.eu,false,
2024-08-12 21:00:00,Spain,Spain,ES,130.52,171.78,72.31,45.33,entsoe.eu,false,
2024-08-12 22:00:00,Spain,Spain,ES,126.2,166.76,73.34,43.48,entsoe.eu,false,
2024-08-12 23:00:00,Spain,Spain,ES,123.23,163.9,73.91,41.78,entsoe.eu,false,
2024-08-13 00:00:00,Spain,Spain,ES,124.06,165.4,73.64,39.6,entsoe.eu,false,
2024-08-13 01:00:00,Spain,Spain,ES,108.16,146.45,77.28,42.11,entsoe.eu,false,
2024-08-13 02:00:00,Spain,Spain,ES,105.7,143.18,78.06,41.29,entsoe.eu,false,
2024-08-13 03:00:00,Spain,Spain,ES,120.49,160.69,74.83,37.97,entsoe.eu,false,
2024-08-13 04:00:00,Spain,Spain,ES,127.89,169.78,72.87,36.48,entsoe.eu,false,
2024-08-13 05:00:00,Spain,Spain,ES,132.17,173.54,72.5,38.86,entsoe.eu,false,
2024-08-13 06:00:00,Spain,Spain,ES,126.78,167.16,74.13,43.44,entsoe.eu,false,
2024-08-13 07:00:00,Spain,Spain,ES,96.68,134.64,80.14,53.13,entsoe.eu,false,
2024-08-13 08:00:00,Spain,Spain,ES,69.64,104.56,85.87,59.35,entsoe.eu,false,
2024-08-13 09:00:00,Spain,Spain,ES,55.58,88.52,88.92,62.49,entsoe.eu,false,
2024-08-13 10:00:00,Spain,Spain,ES,53.13,85.74,89.38,64.28,entsoe.eu,false,
2024-08-13 11:00:00,Spain,Spain,ES,48.29,79.51,90.52,66.44,entsoe.eu,false,
2024-08-13 12:00:00,Spain,Spain,ES,46.99,77.87,90.77,67.02,entsoe.eu,false,
2024-08-13 13:00:00,Spain,Spain,ES,47.6,78.9,90.39,67.17,entsoe.eu,false,
2024-08-13 14:00:00,Spain,Spain,ES,48.17,79.94,90.0,68.04,entsoe.eu,false,
2024-08-13 15:00:00,Spain,Spain,ES,52.16,84.63,88.98,67.85,entsoe.eu,false,
2024-08-13 16:00:00,Spain,Spain,ES,60.36,94.26,86.69,64.82,entsoe.eu,false,
2024-08-13 17:00:00,Spain,Spain,ES,85.43,125.09,80.41,57.24,entsoe.eu,false,
2024-08-13 18:00:00,Spain,Spain,ES,116.37,159.51,74.1,49.04,entsoe.eu,false,
2024-08-13 19:00:00,Spain,Spain,ES,143.69,188.86,68.94,43.21,entsoe.eu,false,
2024-08-13 20:00:00,Spain,Spain,ES,142.28,186.14,69.61,43.45,entsoe.eu,false,
2024-08-13 21:00:00,Spain,Spain,ES,133.26,174.42,72.07,44.1,entsoe.eu,false,
2024-08-13 22:00:00,Spain,Spain,ES,125.75,166.21,73.53,41.69,entsoe.eu,false,
2024-08-13 23:00:00,Spain,Spain,ES,120.13,159.81,74.82,40.61,entsoe.eu,false,
2024-08-14 00:00:00,Spain,Spain,ES,117.38,156.27,75.75,40.03,entsoe.eu,false,
2024-08-14 01:00:00,Spain,Spain,ES,109.02,146.75,77.37,40.34,entsoe.eu,false,
2024-08-14 02:00:00,Spain,Spain,ES,107.75,144.82,77.86,40.13,entsoe.eu,false,
2024-08-14 03:00:00,Spain,Spain,ES,104.65,141.68,78.34,40.36,entsoe.eu,false,
2024-08-14 04:00:00,Spain,Spain,ES,106.02,144.05,77.66,41.91,entsoe.eu,false,
2024-08-14 05:00:00,Spain,Spain,ES,113.07,152.01,76.26,42.63,entsoe.eu,false,
2024-08-14 06:00:00,Spain,Spain,ES,105.99,143.34,78.36,46.42,entsoe.eu,false,
2024-08-14 07:00:00,Spain,Spain,ES,83.46,120.88,82.51,57.04,entsoe.eu,false,
2024-08-14 08:00:00,Spain,Spain,ES,64.43,99.53,86.6,65.62,entsoe.eu,false,
2024-08-14 09:00:00,Spain,Spain,ES,56.81,90.59,88.32,68.9,entsoe.eu,false,
2024-08-14 10:00:00,Spain,Spain,ES,53.64,86.82,89.0,70.28,entsoe.eu,false,
2024-08-14 11:00:00,Spain,Spain,ES,52.22,84.86,89.3,70.99,entsoe.eu,false,
2024-08-14 12:00:00,Spain,Spain,ES,49.08,80.74,90.05,72.03,entsoe.eu,false,
2024-08-14 13:00:00,Spain,Spain,ES,48.93,80.7,89.93,71.67,entsoe.eu,false,
2024-08-14 14:00:00,Spain,Spain,ES,49.64,81.73,89.51,70.67,entsoe.eu,false,
2024-08-14 15:00:00,Spain,Spain,ES,51.33,83.79,89.07,70.14,entsoe.eu,false,
2024-08-14 16:00:00,Spain,Spain,ES,54.29,87.36,88.04,68.82,entsoe.eu,false,
2024-08-14 17:00:00,Spain,Spain,ES,68.2,103.97,84.63,64.24,entsoe.eu,false,
2024-08-14 18:00:00,Spain,Spain,ES,93.53,132.95,78.87,56.44,entsoe.eu,false,
2024-08-14 19:00:00,Spain,Spain,ES,104.24,140.27,78.23,54.23,entsoe.eu,false,
2024-08-14 20:00:00,Spain,Spain,ES,104.96,141.22,78.05,54.52,entsoe.eu,false,
2024-08-14 21:00:00,Spain,Spain,ES,99.48,135.15,79.15,53.83,entsoe.eu,false,
2024-08-14 22:00:00,Spain,Spain,ES,93.57,128.69,80.22,50.86,entsoe.eu,false,
2024-08-14 23:00:00,Spain,Spain,ES,88.68,124.84,80.46,48.69,entsoe.eu,false,
2024-08-15 00:00:00,Spain,Spain,ES,91.21,129.25,79.47,46.67,entsoe.eu,false,
2024-08-15 01:00:00,Spain,Spain,ES,93.87,132.72,78.79,45.19,entsoe.eu,false,
2024-08-15 02:00:00,Spain,Spain,ES,95.56,134.72,78.45,44.7,entsoe.eu,false,
2024-08-15 03:00:00,Spain,Spain,ES,90.47,128.11,79.8,45.34,entsoe.eu,false,
2024-08-15 04:00:00,Spain,Spain,ES,92.04,130.05,79.48,44.44,entsoe.eu,false,
2024-08-15 05:00:00,Spain,Spain,ES,91.81,129.71,79.51,44.07,entsoe.eu,false,
2024-08-15 06:00:00,Spain,Spain,ES,76.55,111.6,83.3,51.04,entsoe.eu,false,
2024-08-15 07:00:00,Spain,Spain,ES,49.07,80.0,89.74,64.62,entsoe.eu,false,
2024-08-15 08:00:00,Spain,Spain,ES,39.34,69.1,91.97,69.58,entsoe.eu,false,
2024-08-15 09:00:00,Spain,Spain,ES,41.84,73.16,91.27,69.7,entsoe.eu,false,
2024-08-15 10:00:00,Spain,Spain,ES,41.58,73.26,91.3,70.17,entsoe.eu,false,
2024-08-15 11:00:00,Spain,Spain,ES,41.07,72.82,91.44,70.2,entsoe.eu,false,
2024-08-15 12:00:00,Spain,Spain,ES,41.38,73.25,91.38,69.97,entsoe.eu,false,
2024-08-15 13:00:00,Spain,Spain,ES,43.25,75.45,90.91,69.58,entsoe.eu,false,
2024-08-15 14:00:00,Spain,Spain,ES,44.41,76.88,90.62,69.33,entsoe.eu,false,
2024-08-15 15:00:00,Spain,Spain,ES,43.05,75.01,90.95,69.7,entsoe.eu,false,
2024-08-15 16:00:00,Spain,Spain,ES,40.57,71.27,91.6,70.0,entsoe.eu,false,
2024-08-15 17:00:00,Spain,Spain,ES,48.29,80.04,89.79,65.85,entsoe.eu,false,
2024-08-15 18:00:00,Spain,Spain,ES,78.22,111.52,83.86,54.76,entsoe.eu,false,
2024-08-15 19:00:00,Spain,Spain,ES,102.37,136.05,79.53,49.75,entsoe.eu,false,
2024-08-15 20:00:00,Spain,Spain,ES,101.61,135.16,79.61,50.42,entsoe.eu,false,
2024-08-15 21:00:00,Spain,Spain,ES,93.96,126.39,81.24,50.89,entsoe.eu,false,
2024-08-15 22:00:00,Spain,Spain,ES,90.51,123.54,81.59,48.53,entsoe.eu,false,
2024-08-15 23:00:00,Spain,Spain,ES,92.03,126.67,80.92,46.66,entsoe.eu,false,
2024-08-16 00:00:00,Spain,Spain,ES,91.58,127.78,80.48,45.13,entsoe.eu,false,
2024-08-16 01:00:00,Spain,Spain,ES,94.37,131.78,79.69,43.23,entsoe.eu,false,
2024-08-16 02:00:00,Spain,Spain,ES,95.99,134.14,79.26,42.38,entsoe.eu,false,
2024-08-16 03:00:00,Spain,Spain,ES,92.7,130.96,79.67,41.25,entsoe.eu,false,
2024-08-16 04:00:00,Spain,Spain,ES,94.11,132.44,79.29,41.33,entsoe.eu,false,
2024-08-16 05:00:00,Spain,Spain,ES,98.82,136.19,79.0,41.96,entsoe.eu,false,
2024-08-16 06:00:00,Spain,Spain,ES,82.08,114.92,83.73,48.71,entsoe.eu,false,
2024-08-16 07:00:00,Spain,Spain,ES,54.97,86.82,89.13,60.78,entsoe.eu,false,
2024-08-16 08:00:00,Spain,Spain,ES,48.88,80.77,90.56,67.29,entsoe.eu,false,
2024-08-16 09:00:00,Spain,Spain,ES,45.83,77.53,91.28,69.9,entsoe.eu,false,
2024-08-16 10:00:00,Spain,Spain,ES,43.4,74.66,91.8,70.34,entsoe.eu,false,
2024-08-16 11:00:00,Spain,Spain,ES,41.58,72.35,92.2,69.14,entsoe.eu,false,
2024-08-16 12:00:00,Spain,Spain,ES,41.23,72.05,92.25,69.74,entsoe.eu,false,
2024-08-16 13:00:00,Spain,Spain,ES,40.41,71.47,92.29,71.18,entsoe.eu,false,
2024-08-16 14:00:00,Spain,Spain,ES,40.32,71.76,91.99,71.44,entsoe.eu,false,
2024-08-16 15:00:00,Spain,Spain,ES,40.5,71.89,91.86,71.52,entsoe.eu,false,
2024-08-16 16:00:00,Spain,Spain,ES,44.97,77.45,90.59,69.97,entsoe.eu,false,
2024-08-16 17:00:00,Spain,Spain,ES,62.1,97.47,86.42,62.28,entsoe.eu,false,
2024-08-16 18:00:00,Spain,Spain,ES,94.76,130.07,80.63,52.57,entsoe.eu,false,
2024-08-16 19:00:00,Spain,Spain,ES,119.93,157.55,75.43,47.14,entsoe.eu,false,
2024-08-16 20:00:00,Spain,Spain,ES,116.15,153.02,76.3,47.52,entsoe.eu,false,
2024-08-16 21:00:00,Spain,Spain,ES,112.2,147.88,77.51,48.19,entsoe.eu,false,
2024-08-16 22:00:00,Spain,Spain,ES,99.76,132.77,80.52,48.01,entsoe.eu,false,
2024-08-16 23:00:00,Spain,Spain,ES,98.61,131.0,81.1,47.66,entsoe.eu,false,
2024-08-17 00:00:00,Spain,Spain,ES,98.6,133.43,80.27,45.35,entsoe.eu,false,
2024-08-17 01:00:00,Spain,Spain,ES,99.67,136.2,79.47,42.84,entsoe.eu,false,
2024-08-17 02:00:00,Spain,Spain,ES,101.67,139.67,78.51,40.94,entsoe.eu,false,
2024-08-17 03:00:00,Spain,Spain,ES,100.8,136.79,79.49,42.14,entsoe.eu,false,
2024-08-17 04:00:00,Spain,Spain,ES,98.56,134.11,79.98,42.12,entsoe.eu,false,
2024-08-17 05:00:00,Spain,Spain,ES,99.48,134.99,79.84,42.37,entsoe.eu,false,
2024-08-17 06:00:00,Spain,Spain,ES,84.18,116.91,83.52,48.36,entsoe.eu,false,
2024-08-17 07:00:00,Spain,Spain,ES,59.25,92.63,87.84,60.25,entsoe.eu,false,
2024-08-17 08:00:00,Spain,Spain,ES,45.64,78.34,90.47,67.33,entsoe.eu,false,
2024-08-17 09:00:00,Spain,Spain,ES,41.48,73.84,91.37,69.9,entsoe.eu,false,
2024-08-17 10:00:00,Spain,Spain,ES,38.99,70.86,91.95,70.9,entsoe.eu,false,
2024-08-17 11:00:00,Spain,Spain,ES,39.97,72.11,91.69,70.83,entsoe.eu,false,
2024-08-17 12:00:00,Spain,Spain,ES,40.17,72.3,91.62,70.98,entsoe.eu,false,
2024-08-17 13:00:00,Spain,Spain,ES,38.3,69.73,92.08,71.56,entsoe.eu,false,
2024-08-17 14:00:00,Spain,Spain,ES,39.66,71.06,91.76,71.06,entsoe.eu,false,
2024-08-17 15:00:00,Spain,Spain,ES,42.98,74.77,90.94,70.16,entsoe.eu,false,
2024-08-17 16:00:00,Spain,Spain,ES,45.78,77.56,90.28,69.08,entsoe.eu,false,
2024-08-17 17:00:00,Spain,Spain,ES,64.57,99.78,85.74,61.9,entsoe.eu,false,
2024-08-17 18:00:00,Spain,Spain,ES,94.29,131.79,79.51,51.94,entsoe.eu,false,
2024-08-17 19:00:00,Spain,Spain,ES,110.4,146.78,77.13,49.94,entsoe.eu,false,
2024-08-17 20:00:00,Spain,Spain,ES,110.06,145.74,77.5,50.11,entsoe.eu,false,
2024-08-17 21:00:00,Spain,Spain,ES,112.47,148.95,76.97,47.96,entsoe.eu,false,
2024-08-17 22:00:00,Spain,Spain,ES,106.43,141.57,78.58,46.78,entsoe.eu,false,
2024-08-17 23:00:00,Spain,Spain,ES,102.41,137.29,79.45,45.08,entsoe.eu,false,
2024-08-18 00:00:00,Spain,Spain,ES,101.56,138.45,78.84,42.15,entsoe.eu,false,
2024-08-18 01:00:00,Spain,Spain,ES,106.23,145.0,77.54,39.08,entsoe.eu,false,
2024-08-18 02:00:00,Spain,Spain,ES,116.29,158.47,74.72,35.67,entsoe.eu,false,
2024-08-18 03:00:00,Spain,Spain,ES,121.19,163.23,74.24,34.92,entsoe.eu,false,
2024-08-18 04:00:00,Spain,Spain,ES,125.46,168.59,73.12,34.34,entsoe.eu,false,
2024-08-18 05:00:00,Spain,Spain,ES,124.63,167.77,73.06,35.04,entsoe.eu,false,
2024-08-18 06:00:00,Spain,Spain,ES,111.41,154.0,75.47,39.02,entsoe.eu,false,
2024-08-18 07:00:00,Spain,Spain,ES,68.94,105.2,84.95,56.82,entsoe.eu,false,
2024-08-18 08:00:00,Spain,Spain,ES,48.99,81.72,89.61,66.46,entsoe.eu,false,
2024-08-18 09:00:00,Spain,Spain,ES,43.21,75.05,90.93,69.3,entsoe.eu,false,
2024-08-18 10:00:00,Spain,Spain,ES,41.55,73.18,91.29,70.41,entsoe.eu,false,
2024-08-18 11:00:00,Spain,Spain,ES,39.28,70.28,91.78,71.8,entsoe.eu,false,
2024-08-18 12:00:00,Spain,Spain,ES,38.4,69.05,91.96,72.44,entsoe.eu,false,
2024-08-18 13:00:00,Spain,Spain,ES,38.36,68.9,91.99,72.32,entsoe.eu,false,
2024-08-18 14:00:00,Spain,Spain,ES,39.63,70.2,91.7,71.64,entsoe.eu,false,
2024-08-18 15:00:00,Spain,Spain,ES,40.56,71.09,91.47,71.49,entsoe.eu,false,
2024-08-18 16:00:00,Spain,Spain,ES,40.95,71.08,91.33,71.81,entsoe.eu,false,
2024-08-18 17:00:00,Spain,Spain,ES,50.53,81.75,89.01,68.64,entsoe.eu,false,
2024-08-18 18:00:00,Spain,Spain,ES,83.84,119.88,81.63,58.09,entsoe.eu,false,
2024-08-18 19:00:00,Spain,Spain,ES,103.01,137.5,78.9,54.22,entsoe.eu,false,
2024-08-18 20:00:00,Spain,Spain,ES,104.22,138.07,78.8,54.98,entsoe.eu,false,
2024-08-18 21:00:00,Spain,Spain,ES,97.59,130.01,80.42,54.98,entsoe.eu,false,
2024-08-18 22:00:00,Spain,Spain,ES,90.67,123.55,81.3,52.81,entsoe.eu,false,
2024-08-18 23:00:00,Spain,Spain,ES,90.12,124.6,80.76,50.44,entsoe.eu,false,
2024-08-19 00:00:00,Spain,Spain,ES,91.45,127.75,79.87,48.52,entsoe.eu,false,
2024-08-19 01:00:00,Spain,Spain,ES,90.52,127.8,79.67,47.54,entsoe.eu,false,
2024-08-19 02:00:00,Spain,Spain,ES,89.61,126.74,79.87,47.2,entsoe.eu,false,
2024-08-19 03:00:00,Spain,Spain,ES,93.38,131.4,78.97,45.65,entsoe.eu,false,
2024-08-19 04:00:00,Spain,Spain,ES,94.61,132.63,78.73,44.16,entsoe.eu,false,
2024-08-19 05:00:00,Spain,Spain,ES,102.02,138.05,78.5,45.85,entsoe.eu,false,
2024-08-19 06:00:00,Spain,Spain,ES,98.58,132.81,80.23,50.62,entsoe.eu,false,
2024-08-19 07:00:00,Spain,Spain,ES,66.67,99.4,86.65,60.01,entsoe.eu,false,
2024-08-19 08:00:00,Spain,Spain,ES,47.26,79.04,90.39,67.39,entsoe.eu,false,
2024-08-19 09:00:00,Spain,Spain,ES,44.02,75.15,91.43,69.29,entsoe.eu,false,
2024-08-19 10:00:00,Spain,Spain,ES,41.46,72.42,91.82,69.27,entsoe.eu,false,
2024-08-19 11:00:00,Spain,Spain,ES,41.41,72.3,91.8,68.91,entsoe.eu,false,
2024-08-19 12:00:00,Spain,Spain,ES,41.16,72.03,91.86,68.86,entsoe.eu,false,
2024-08-19 13:00:00,Spain,Spain,ES,40.89,71.67,91.94,68.88,entsoe.eu,false,
2024-08-19 14:00:00,Spain,Spain,ES,40.47,71.22,91.86,68.86,entsoe.eu,false,
2024-08-19 15:00:00,Spain,Spain,ES,42.85,74.27,91.23,69.24,entsoe.eu,false,
2024-08-19 16:00:00,Spain,Spain,ES,53.64,87.68,88.37,67.59,entsoe.eu,false,
2024-08-19 17:00:00,Spain,Spain,ES,84.37,123.42,81.18,58.24,entsoe.eu,false,
2024-08-19 18:00:00,Spain,Spain,ES,124.24,166.52,73.07,46.66,entsoe.eu,false,
2024-08-19 19:00:00,Spain,Spain,ES,144.97,189.31,68.75,41.91,entsoe.eu,false,
2024-08-19 20:00:00,Spain,Spain,ES,138.24,180.71,70.45,42.57,entsoe.eu,false,
2024-08-19 21:00:00,Spain,Spain,ES,127.67,167.7,73.05,43.96,entsoe.eu,false,
2024-08-19 22:00:00,Spain,Spain,ES,117.81,156.14,75.23,44.42,entsoe.eu,false,
2024-08-19 23:00:00,Spain,Spain,ES,112.37,149.95,76.5,44.43,entsoe.eu,false,
2024-08-20 00:00:00,Spain,Spain,ES,112.36,151.5,75.95,42.68,entsoe.eu,false,
2024-08-20 01:00:00,Spain,Spain,ES,111.77,152.05,75.64,40.35,entsoe.eu,false,
2024-08-20 02:00:00,Spain,Spain,ES,108.37,147.53,76.61,39.76,entsoe.eu,false,
2024-08-20 03:00:00,Spain,Spain,ES,109.2,149.1,76.19,38.62,entsoe.eu,false,
2024-08-20 04:00:00,Spain,Spain,ES,117.11,157.44,74.8,38.83,entsoe.eu,false,
2024-08-20 05:00:00,Spain,Spain,ES,127.27,168.1,73.15,39.65,entsoe.eu,false,
2024-08-20 06:00:00,Spain,Spain,ES,124.24,164.28,74.24,42.75,entsoe.eu,false,
2024-08-20 07:00:00,Spain,Spain,ES,84.86,122.36,81.73,52.69,entsoe.eu,false,
2024-08-20 08:00:00,Spain,Spain,ES,53.44,86.15,89.06,62.68,entsoe.eu,false,
2024-08-20 09:00:00,Spain,Spain,ES,45.24,76.38,91.09,66.27,entsoe.eu,false,
2024-08-20 10:00:00,Spain,Spain,ES,41.13,71.65,91.99,68.62,entsoe.eu,false,
2024-08-20 11:00:00,Spain,Spain,ES,39.29,69.7,92.31,69.71,entsoe.eu,false,
2024-08-20 12:00:00,Spain,Spain,ES,38.13,68.22,92.56,70.46,entsoe.eu,false,
2024-08-20 13:00:00,Spain,Spain,ES,36.58,65.93,92.96,71.13,entsoe.eu,false,
2024-08-20 14:00:00,Spain,Spain,ES,37.29,66.58,92.63,70.08,entsoe.eu,false,
2024-08-20 15:00:00,Spain,Spain,ES,41.26,71.23,91.52,69.21,entsoe.eu,false,
2024-08-20 16:00:00,Spain,Spain,ES,48.71,80.09,89.46,67.97,entsoe.eu,false,
2024-08-20 17:00:00,Spain,Spain,ES,67.36,101.98,84.87,62.52,entsoe.eu,false,
